imdbcode,keywords
tt2726560,"['usa', 'united states', 'college student', 'college', 'bull riding', 'death of wife', 'widower', 'character says i love you', 'childless couple', 'art exhibition']"
tt4073790,"['supernatural power', 'super power', 'super powers', 'telekinesis', 'mind control', 'memory erasure', 'title written by female', 'title co written by female', 'f rated', 'voice over']"
tt2823054,"['wedding', 'seductive woman', 'hawaii', 'brother brother relationship', 'prostitute', 'public nudity', 'upskirt', 'scantily clad female', 'cleavage', 'sex standing up']"
tt1800741,"['hot body', 'pretty legs', 'dance off', 'hard body', 'pretty body', 'flash mob', 'dancer', 'dance', 'dancing', 'bare chested male']"
tt1656190,"['triad', 'russian mafia', 'bodyguard', 'gang war', 'protect the code breaker', 'child', 'russian', 'mobster', 'detective', 'gangster']"
tt1981107,"['fictional radio show', 'reference to the u.s. president', 'reference to david letterman', 'reference to wolfgang amadeus mozart', 'reference to an apple', 'reference to trigonometry', 'scientific experiment', 'death of twin brother', 'reference to velcro', 'electricity']"
tt1817771,"['vampire', 'zombie', 'parody', 'female rear nudity', 'naked on street', 'social issues', 'supernatural power', 'alien', 'apocalypse', 'teenager']"
tt1478338,"['casual sex', 'loud sex', 'partial female nudity', 'sex scene', 'comedic sex scene', 'female enmity', 'breast squeezing', 'best friend', 'job', 'food']"
tt1931435,"['wedding', 'divorce', 'family relationships', 'farce', 'adoption', 'ensemble cast', 'family home', 'swimming pool', 'punched in the face', 'woman hits a man']"
tt1655460,"['skinny dipping', 'nude protest', 'nudist', 'female frontal nudity', 'hippie', 'public nudity', 'voyeur', 'blonde', 'female nudity', 'breasts']"
tt1245492,"['apocalypse', 'ensemble cast', 'marijuana joint', 'actress playing herself', 'actor playing himself', 'male friendship', 'rapture', 'celebrity', 'end of the world', 'giant monster']"
tt1135084,"['bacon', 'pig', 'corrupt police', 'falling out among thieves', 'corrupt cop', 'bank', 'heist', 'armored car', 'planning', 'police']"
tt0945513,"['train', 'time loop', 'bomber', 'memory', 'reliving same event', 'suspense', 'psycho thriller', 'surprise ending', 'bomb', 'time']"
tt6791096,"['confidence', 'woman wears a miniskirt', 'body positive', 'delusional woman', 'delusion', 'low self esteem', 'self esteem', 'girl wears a miniskirt', 'female protagonist', 'womanchild']"
tt1464174,"['performing arts school', 'murder', 'fbi agent', 'undercover', 'scene during end credits', 'stepfather stepson relationship', 'song during end credits', 'musical number', 'song', 'assumed identity']"
tt0790628,"['elvis presley character', 'slapstick comedy', 'woman changes clothes', 'woman wears a gas mask', 'magician', 'vegas', 'magic', 'magic kit', 'gas mask', 'stage magician']"
tt6628394,"['neo noir', 'one way mirror', 'hotel', 'hotel room', 'ptsd', 'bugged room', 'impersonating a salesman', 'cult leader', 'impersonating a priest', 'brainwashed woman']"
tt1322312,"['long distance relationship', 'job', 'bar', 'beer', 'toilet', 'sex joke', 'club', 'apartment', 'shower', 'bathroom']"
tt1053424,"['dystopia', 'evil corporation', 'on the run', 'based on book', 'mother son relationship', 'volkswagen', 'vehicle', 'biomechatronics', 'laundry drying on a clothesline', 'tasered']"
tt3014866,"['cia', 'husband wife relationship', 'violence', 'tied up while barefoot', 'gagged', 'tape over mouth', 'sexiness', 'exposed thighs', 'sexy thighs', 'thigh']"
tt0453562,"['african american man', 'racial integration', 'pregnancy', 'jackie robinson character', 'reference to ty cobb', 'leo durocher character', 'family relationships', 'train', 'telephone call', 'telephone']"
tt1907668,"['stewardess', 'alcoholism', 'pilot', 'lawyer', 'alcoholic', 'breasts', 'stripper', 'g string', 'flying', 'danger']"
tt2278388,"['hotel', 'lobby boy', 'prison escape', 'first person narration', 'painting', 'mentor protege relationship', 'art theft', 'hotel lobby', 'fictional country', 'gunfight']"
tt1524930,"['vacation', 'road trip', 'dysfunctional family', 'amusement park', 'sequel', 'brother brother relationship', 'pubic hair', 'plano texas', 'grand canyon', 'hot springs arkansas']"
tt2452244,"['cliche', 'cynic', 'love', 'in love with best friend', 'client', 'gay stereotype', 'friend zone', 'architect', 'love triangle', 'musical number']"
tt1244659,"['handicapped child', 'produced by harrison ford', 'disease', 'race against time', 'cure', 'imagination', 'venture capital', 'theoretical cure', 'the corporate mind', 'terminal childhood disease']"
tt2720826,['bruce lee character']
tt3104988,"['nouveau riche', 'materialism', 'chinawoman', 'elitism', 'rich man poor woman', 'infidelity', 'rich snob', 'asiatic', 'cosmetic surgery', 'asian american']"
tt1606389,"['adulterer', 'divorced couple', 'adultery', 'woman in underwear', 'trauma', 'divorce', 'sex on floor', 'kissing while having sex', 'girl in bra and panties', 'swimming in underwear']"
tt1327773,"['butler', 'president', 'hotel', 'civil rights', 'domestic servant', 'civil rights movement', 'u.s. president', 'lyndon b. johnson character', 'jacqueline kennedy character', 'ronald reagan character']"
tt1850457,"['sister sister relationship', 'pantyhose', 'friendship between women', 'mother daughter relationship', 'damage', 'overalls', 'legs', 'female friendship', 'female bonding', 'buddy comedy']"
tt1959563,"['bodyguard', 'chase', 'hitman', 'singing in a car', 'two against many', 'ex cia agent', 'war criminal', 'interpol', 'trial', 'helicopter']"
tt1276104,"['future', 'time travel', 'time loop', 'time traveller', 'cityscape', 'night cityscape', 'mob execution', 'cyberpunk', 'stripper', 'strip club']"
tt1588173,"['zombie', 'teenager', 'memory', 'undead', 'city in ruins', 'walled city', 'quarantine', 'death', 'zombie pov', 'talking zombie']"
tt1821658,"['raccoon', 'squirrel', 'bank robbery', 'heist', 'rat', 'cgi animation', 'sociopath', 'mousetrap', '3 dimensional', 'three word title']"
tt1535438,"['scene during end credits', 'story continued during end credits', 'man wears eyeglasses', 'woman wears eyeglasses', 'marriage', 'couple', 'marriage counseling', 'intimacy', 'middle age couple', 'husband wife relationship']"
tt1605783,"['time travel romance', '1920s', 'nostalgia', 'reference to auguste rodin', 'art history', 'picasso painting', 'time travel', 'paris france', 'f. scott fitzgerald character', 'ernest hemingway character']"
tt4555426,"['world war two', 'prime minister', 'speech', 'winston churchill character', 'politics', 'year 1940', 'british prime minister', 'british politics', 'king george vi character', 'dunkirk']"
tt5619332,"['sorority', 'senior in college', 'mother daughter relationship', 'going back to college', 'divorce', 'mediation', 'drinking shots', 'reference to harrison ford', 'school presentation', 'reference to orson welles']"
tt0892318,"['writer', 'starring real life couple', 'vineyard', 'verona italy', 'female protagonist', 'lost letter', 'love triangle', 'fiance fiancee relationship', 'tuscany', ""reference to shakespeare's romeo and juliet""]"
tt1798684,"['boxer', 'boxing ring', 'death of wife', 'boxing training', 'rage', 'muscular', 'grief', 'comeback', 'madison square garden manhattan new york city', 'husband wife relationship']"
tt2406566,"['thigh high boots', 'short skirt', 'pig', 'bare breasts', 'miniskirt', 'topless female nudity', 'lgbt', 'girl on girl sex', 'red pumps', 'cleavage']"
tt3397884,"['war on drugs', 'drug cartel', 'juarez mexico', 'neo noir', 'surprise ending', 'secret tunnel', 'dark past', 'death of daughter', 'suspense', 'death of child']"
tt1259528,"['los angeles california', 'strip club', 'cleavage', 'scantily clad female', 'bare breasts', 'nudity', 'female nudity', 'female rear nudity', 'breasts', 'female frontal nudity']"
tt0383010,"['pistol', 'revolver', 'escape', 'rooftop', 'hospital', 'ambulance', 'cameo', 'cell phone', 'fight', 'hotel']"
tt2911666,"['one man army', 'vengeance', 'revenge', 'professional killer', 'professional assassin', 'dog', 'hired killer', 'neo noir', 'mob boss', 'assassin']"
tt1655441,"['aging', 'change of identity', 'car accident', 'agelessness', 'trivia game', 'younger version of character', 'abandoned drive in movie theatre', 'resuscitation', 'san francisco california', 'hospital']"
tt1193631,"['competition', 'bare chested male', 'bed', 'false identity', 'loyalty', 'bully', 'male bonding', 'party', 'sabotage', 'contraband']"
tt1259521,"['cabin in the woods', 'interrupted sex', 'girl stripped down to panties', 'lovecraftian', 'oral sex', 'erect nipples', 'female nudity', 'zombie child', '20th century', 'torture victim']"
tt6932244,"['assassin', 'based on film', 'female assassin', 'half orphan', 'teen actress', 'blood', 'one word series title', 'violence', 'friendship', 'family relations']"
tt2404311,"['mafia', 'france', 'family dog', 'barbeque grill', 'girl beating up a boy', 'german shepherd', 'punched in the nose', 'barking dog', 'teacher student sex', 'younger version of character']"
tt6802308,"['train', 'terrorism', 'paris france', 'american', 'soldier', 'airman', 'vacation', 'france', '2000s', 'school']"
tt1583420,"['character name as title', 'unsuccessful', 'college', 'scooter', 'bus stop', 'community college', 'speech class', 'economics', 'motor scooter', 'divorcee']"
tt0074285,"['telekinesis', 'prank', 'high school prom', 'bad mother', 'female rear nudity', 'female nudity', 'female frontal nudity', 'religious fanatic', 'blood', 'sex']"
tt1137450,"['miniskirt with heels', 'micro mini skirt', 'tattooed trash', 'hiked skirt', 'miniskirt', 'short skirt with heels', 'micro mini', 'remake', ""touching a girl's leg"", 'leg touching']"
tt0758752,"['female nudity', 'casual sex', ""parkinson's disease"", 'medical representative', 'medical conference', 'prescription drug abuse', 'boyfriend girlfriend relationship', 'brother brother relationship', 'uncontrollable tremor', 'lesbian kiss']"
tt0387199,"['california', 'friendship between men', '2000s', '2010s', 'culture shock', 'group of friends', 'sitcom', 'actor', 'siblings living together', 'hollywood california']"
tt2053463,"['side effect', 'clinical trial', 'depression', 'psychiatrist', 'sleepwalking', 'doctor', 'medication', 'lesbian couple', 'sex scene', 'neuropharmacology']"
tt2377322,"['priest', 'catholic', 'demonic possession', 'confession', 'exorcism', 'lion', 'partner', 'zoo', 'iraq', 'self cannibalism']"
tt2473602,"['breaking the fourth wall', 'based on real person', 'man', 'woman on toilet', 'shotgun', 'accidental gun discharge', 'vietnam war', 'airplane engine fire', 'airfield', 'husband wife relationship']"
tt4209788,"['short skirt with heels', 'poker', 'lawyer', 'playing cards', 'female protagonist', 'female stockinged leg', 'mini skirt and heels', 'thin woman', 'pumps', 'girl wears a miniskirt']"
tt1195478,"['kitchen', 'kissing while having sex', 'reference to princess diana', 'wedding band', 'wedding ring', 'singing on a horse carriage', 'shot in the leg', 'crossbow', 'hunting', 'wedding cake']"
tt4537896,"['detroit michigan', 'drug trafficking', 'three word title', 'color in title', 'gender in title', 'father son relationship', ""reference to binion's casino las vegas"", 'limousine', 'gambling', 'swimming pool']"
tt0881320,"['cave', 'underwater', 'underwater cave', 'cave diving', 'rebreather', 'scuba diving', 'expedition', 'panic', 'flood', 'papua new guinea']"
tt2261287,"['believe in yourself', 'redhead girl', 'motorcycle', 'rudeness', 'f rated', 'never give up', 'anachronistic soundtrack', 'love interest', 'ballerina', 'orphan girl']"
tt1458175,"['murder', 'planning', 'fire', 'escape artist', 'cash', 'passport', 'lawyer', 'woman', 'railway station', 'prison visit']"
tt6421110,"['hitwoman', 'woman boy relationship', 'boston massachusetts', 'shooting a door', 'silencer', 'assassin', 'reference to oprah winfrey', 'shot in the chest', 'kettle weight', 'applying mascara']"
tt2364841,"['21st century', '2010s', 'university', 'poker', 'father', 'jeep', 'jeep wrangler', 'fbi', 'costa rica', 'gambling']"
tt4849438,"['sequel', 'second part', 'fight', 'battle', 'sword', 'dagger', 'kingdom', 'palace', 'shield', 'tree']"
tt0089175,"['vampire', 'horror host', 'homosexual subtext', 'cult film', 'transformation', 'good versus evil', 'villain', 'hero', 'female nudity', 'usa horror host']"
tt5109784,"['surrealism', 'cannibalism', 'riot', 'pregnant woman', 'uninvited guest', ""tearing a heart from someone's chest"", 'pregnancy', 'death of baby', 'cigarette smoking', 'explosion']"
tt2080374,"['computer', 'father daughter relationship', 'apple computer', 'dialogue driven', '1990s', '1980s', 'laid off', '20th century', 'year 1984', 'year 1988']"
tt1017460,"['scientist', 'interspecies sex', 'experiment', 'farm', 'manmade monster', 'biotechnology', 'monster rape', 'mentally unstable woman', 'amoral protagonist', 'spontaneous sex change']"
tt1549920,"['modern western', 'deputy', 'sheriff', 'small town', 'sports car', 'arrest', 'double barreled shotgun', 'tractor', 'chevrolet corvette', 'neo western']"
tt2101341,"['suspense', 'crime lord', 'new york city', 'dead body', 'truck explosion', 'dead body in a freezer', 'blood splatter', 'die hard scenario', 'brokem wristwatch', 'firefight']"
tt0844993,"['red riding hood', 'wolf', 'cgi animation', '3 dimensional', 'little red riding hood', 'versus in title', 'returning character with different actor', 'abbreviation in title', 'period in title', 'punctuation in title']"
tt1212428,"['jungle', 'amazonia', 'based on true story', 'based on book', 'explorer', 'journey', 'raft', 'lost civilization', 'archaeology', 'reference to machu picchu']"
tt3922818,"['mars', 'astronaut', 'futuristic', 'space mission', 'nasa', 'high school student', 'alien', 'electronic keyboard', 'las vegas nevada', 'outer space']"
tt1423894,"['actress', 'moaning', 'topless', 'female nudity', 'nudity', 'nipple', 'bare breasts', 'cowgirl sex', 'cowgirl sex position', 'underwear']"
